,A,B,C,D
0,-1.5571814571211158,0.3734159235916714,1.0406850622674464,-0.6485128170133698
1,-0.8358716125741477,-0.005259078664677811,0.5020989639290331,-0.9568385744797189
2,-0.2571527193479308,2.63822766017704,-0.5357309327345694,-1.0694426562444748
3,-0.5055017925910413,-0.33926032991565347,0.6026217512700134,-1.4209954395964053
4,1.3663975949858094,-0.36829566288694954,0.6420914520249591,1.6096801673901033
5,-1.350101417622602,0.21009650642005204,-0.7432801467394108,0.03572920797270954
6,-0.6213053962392212,-0.620733446391398,0.14142858875307132,-1.831874920605254
7,-0.6703699981632979,-0.3792296415468157,1.9502282009682155,-0.48720178095765715
8,-1.3605769215869024,0.04467539242744912,-0.5762887447975146,0.9986863871312452
9,-0.12030247932749291,-0.1464906409064107,-0.42095590713075554,1.4127857867638378
10,0.21693612170413187,0.39826713433163036,0.3425194930791935,0.38726334507538074
11,0.5678322854877813,-2.0236675391620427,-0.3153179440217869,-0.06434931573522486
12,-0.1611477979523298,-0.11892433695199395,-1.2266790575081459,-0.9325402093748408
13,-1.0636201353080117,0.04130386330335621,-1.0376945928417691,0.6285202600616072
14,0.9129311797025244,0.8487449288823722,-1.2152762613083312,-0.02420246746967095
15,-0.6614892618387955,-1.5439943197605557,-0.45275382866951736,-1.5895212750405596
16,-0.27206323541101474,-1.0120839439130207,0.41414659707611773,-0.021170722249506196
17,0.46814552562775946,0.23237820230818243,-1.8902890864551338,0.8276218665433585
18,1.7446936329726808,0.052281881019582185,0.8904617892907192,-0.1555401598663185
19,0.381029300899357,0.6666659385796617,0.9578318218266317,1.4760934217196506
20,0.5039697161825342,0.567257626629267,1.578918892612338,1.041838750876068
21,-0.5619371595777116,0.5342427319333001,0.24623200112264387,0.7630209499095567
22,0.06444626447762243,-0.4834060726871028,-0.5848691092972306,-1.0667674328563104
23,2.762884610979079,0.06004676561745642,-0.7090698127421619,-1.350153800350482
24,-0.3999124659514683,0.7557135706440841,-0.13809845484064168,0.7718593707041544
25,2.289131741350697,-0.178022714217474,0.39202998673291983,-1.6388842409586322
26,-1.6677991215692594,-0.723244594054026,-0.298492060956422,-0.46440558694472134
27,0.8714730089945192,-0.8759100159843385,1.6934284077350992,-0.12027816431812159
28,2.0358921569554345,-0.44280352914584414,1.7109988501823075,-0.16489593971386715
29,2.646330898772321,0.006441335539200426,-0.8191432170073263,-0.14065693805565896
30,-1.6450217844643216,1.841754106983004,-0.3902583200307118,-0.11884215103373222
31,-2.085251227162264,0.04344402966396258,-0.18357831123235405,0.5482976712377838
32,1.4276345146462173,-0.3499814456922523,1.0388141243609788,-0.9551782382809649
33,-0.680209886622805,0.5661797600068106,-0.3256379571624729,0.24438300825324408
34,-0.026501846602914166,0.7580210918191779,0.4664269250748621,-0.19814622157164147
35,0.4333094194204037,0.6230188241375945,-0.201788961433495,1.9830366281607978
36,0.6466727912991076,-0.71542144944508,-0.3220565052044285,0.6450010577171144
37,0.048680964383578704,-1.2031453779517745,0.4600257069307617,0.19264374010318172
38,0.09871809417680451,-0.6729153264175118,-0.2298316808311614,-0.18713261873250722
39,-0.0599295893737432,-1.4723000473446783,-1.2812502578724272,-0.6662138832626934
40,1.5157237206696343,0.20799312547060134,-1.0370671603825163,-0.3933626782320448
41,-0.94986842749129,-1.1156036371338034,-0.5547894321473423,1.324990752442757
42,-1.4523164615169306,-0.5724135249590819,-0.8087901732995021,1.6151904816662288
43,-1.1175416567876535,0.0839517835355563,-0.8747605366047323,0.884389275529105
44,0.8341175621149528,0.42350889632888294,-0.5655750008029404,-0.16984294037379438
45,-0.38231206223398634,0.17599386528172353,-0.820539122849935,-0.5427827731596006
46,-0.9823928786653096,-0.3964636768456382,0.5506120017820199,1.5849364340123826
47,0.5818457111158737,-0.994097524545491,0.519327385101966,1.2867649498497398
48,-0.4122822355845725,-1.8898737133836128,-0.04734785960965244,-0.7676687261141197
49,0.446291734246744,0.32624216839849834,0.23050018566631836,0.8416550695583955
